,xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
231,129,96,175,155,with_mask,maksssksksss141,400,267,maksssksksss141.xml,maksssksksss141.png,maksssksksss141-231.png
232,220,123,260,169,with_mask,maksssksksss141,400,267,maksssksksss141.xml,maksssksksss141.png,maksssksksss141-232.png
233,144,110,244,235,with_mask,maksssksksss142,479,359,maksssksksss142.xml,maksssksksss142.png,maksssksksss142-233.png
234,102,200,194,333,with_mask,maksssksksss143,301,400,maksssksksss143.xml,maksssksksss143.png,maksssksksss143-234.png
235,130,19,155,47,with_mask,maksssksksss144,400,217,maksssksksss144.xml,maksssksksss144.png,maksssksksss144-235.png
236,212,56,232,79,with_mask,maksssksksss144,400,217,maksssksksss144.xml,maksssksksss144.png,maksssksksss144-236.png
237,298,60,316,80,with_mask,maksssksksss144,400,217,maksssksksss144.xml,maksssksksss144.png,maksssksksss144-237.png
238,91,89,114,111,mask_incorrectly_worn,maksssksksss145,400,226,maksssksksss145.xml,maksssksksss145.png,maksssksksss145-238.png
239,183,102,203,122,mask_incorrectly_worn,maksssksksss145,400,226,maksssksksss145.xml,maksssksksss145.png,maksssksksss145-239.png
240,310,96,333,119,without_mask,maksssksksss145,400,226,maksssksksss145.xml,maksssksksss145.png,maksssksksss145-240.png
241,119,122,184,192,with_mask,maksssksksss146,400,267,maksssksksss146.xml,maksssksksss146.png,maksssksksss146-241.png
242,265,90,324,153,with_mask,maksssksksss146,400,267,maksssksksss146.xml,maksssksksss146.png,maksssksksss146-242.png
243,103,9,120,33,without_mask,maksssksksss147,400,250,maksssksksss147.xml,maksssksksss147.png,maksssksksss147-243.png
244,198,15,218,36,with_mask,maksssksksss147,400,250,maksssksksss147.xml,maksssksksss147.png,maksssksksss147-244.png
245,224,89,243,109,with_mask,maksssksksss147,400,250,maksssksksss147.xml,maksssksksss147.png,maksssksksss147-245.png
246,272,33,294,55,with_mask,maksssksksss147,400,250,maksssksksss147.xml,maksssksksss147.png,maksssksksss147-246.png
247,1,20,81,136,with_mask,maksssksksss148,400,364,maksssksksss148.xml,maksssksksss148.png,maksssksksss148-247.png
248,68,95,124,157,without_mask,maksssksksss148,400,364,maksssksksss148.xml,maksssksksss148.png,maksssksksss148-248.png
249,116,104,140,144,without_mask,maksssksksss148,400,364,maksssksksss148.xml,maksssksksss148.png,maksssksksss148-249.png
250,151,89,247,205,with_mask,maksssksksss148,400,364,maksssksksss148.xml,maksssksksss148.png,maksssksksss148-250.png
251,325,77,397,156,without_mask,maksssksksss148,400,364,maksssksksss148.xml,maksssksksss148.png,maksssksksss148-251.png
252,243,120,283,179,with_mask,maksssksksss148,400,364,maksssksksss148.xml,maksssksksss148.png,maksssksksss148-252.png
253,38,98,71,130,with_mask,maksssksksss149,400,283,maksssksksss149.xml,maksssksksss149.png,maksssksksss149-253.png
254,180,103,215,136,with_mask,maksssksksss149,400,283,maksssksksss149.xml,maksssksksss149.png,maksssksksss149-254.png
255,287,53,315,85,with_mask,maksssksksss149,400,283,maksssksksss149.xml,maksssksksss149.png,maksssksksss149-255.png
256,315,57,341,89,with_mask,maksssksksss149,400,283,maksssksksss149.xml,maksssksksss149.png,maksssksksss149-256.png
257,330,104,359,133,with_mask,maksssksksss149,400,283,maksssksksss149.xml,maksssksksss149.png,maksssksksss149-257.png
258,324,180,348,210,with_mask,maksssksksss149,400,283,maksssksksss149.xml,maksssksksss149.png,maksssksksss149-258.png
259,59,144,125,213,with_mask,maksssksksss15,193,400,maksssksksss15.xml,maksssksksss15.png,maksssksksss15-259.png
260,82,330,118,366,with_mask,maksssksksss15,193,400,maksssksksss15.xml,maksssksksss15.png,maksssksksss15-260.png
261,60,136,164,260,with_mask,maksssksksss150,301,400,maksssksksss150.xml,maksssksksss150.png,maksssksksss150-261.png
262,59,131,64,138,without_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-262.png
263,82,127,89,134,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-263.png
264,101,142,105,146,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-264.png
265,111,132,116,138,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-265.png
266,126,131,132,138,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-266.png
267,134,134,139,140,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-267.png
268,143,134,149,139,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-268.png
269,170,142,180,152,mask_incorrectly_worn,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-269.png
270,225,105,235,117,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-270.png
271,278,100,288,113,with_mask,maksssksksss151,400,200,maksssksksss151.xml,maksssksksss151.png,maksssksksss151-271.png
272,66,25,82,48,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-272.png
273,101,41,124,68,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-273.png
274,173,34,193,60,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-274.png
275,204,75,225,99,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-275.png
276,289,25,312,54,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-276.png
277,350,17,368,39,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-277.png
278,152,50,167,65,with_mask,maksssksksss152,400,283,maksssksksss152.xml,maksssksksss152.png,maksssksksss152-278.png
279,89,21,112,44,with_mask,maksssksksss153,400,268,maksssksksss153.xml,maksssksksss153.png,maksssksksss153-279.png
280,289,21,311,44,without_mask,maksssksksss153,400,268,maksssksksss153.xml,maksssksksss153.png,maksssksksss153-280.png
281,90,200,184,333,without_mask,maksssksksss154,301,400,maksssksksss154.xml,maksssksksss154.png,maksssksksss154-281.png
282,43,108,107,174,with_mask,maksssksksss155,400,225,maksssksksss155.xml,maksssksksss155.png,maksssksksss155-282.png
283,77,53,163,140,with_mask,maksssksksss155,400,225,maksssksksss155.xml,maksssksksss155.png,maksssksksss155-283.png
284,278,92,314,137,with_mask,maksssksksss155,400,225,maksssksksss155.xml,maksssksksss155.png,maksssksksss155-284.png
285,381,97,392,111,with_mask,maksssksksss155,400,225,maksssksksss155.xml,maksssksksss155.png,maksssksksss155-285.png
286,327,33,352,59,with_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-286.png
287,27,47,47,65,with_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-287.png
288,249,43,268,63,with_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-288.png
289,278,73,291,87,with_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-289.png
290,366,70,385,91,mask_incorrectly_worn,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-290.png
291,181,40,203,67,mask_incorrectly_worn,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-291.png
292,36,63,59,88,mask_incorrectly_worn,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-292.png
293,1,45,19,64,without_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-293.png
294,68,68,90,91,without_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-294.png
295,87,55,102,71,without_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-295.png
296,137,58,155,74,without_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-296.png
297,233,50,250,67,without_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-297.png
298,281,33,300,51,without_mask,maksssksksss156,400,267,maksssksksss156.xml,maksssksksss156.png,maksssksksss156-298.png
299,22,78,43,98,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-299.png
300,84,61,111,95,without_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-300.png
301,144,78,173,119,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-301.png
302,193,71,217,97,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-302.png
303,225,43,259,80,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-303.png
304,297,62,316,86,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-304.png
305,320,40,352,74,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-305.png
306,368,75,395,104,with_mask,maksssksksss157,400,225,maksssksksss157.xml,maksssksksss157.png,maksssksksss157-306.png
307,2,56,24,78,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-307.png
308,29,70,42,85,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-308.png
309,90,55,104,72,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-309.png
310,113,52,133,76,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-310.png
311,133,60,144,74,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-311.png
312,151,70,166,85,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-312.png
313,180,70,195,84,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-313.png
314,217,78,238,98,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-314.png
315,238,52,256,70,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-315.png
316,280,59,293,74,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-316.png
317,293,56,310,75,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-317.png
318,323,82,342,101,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-318.png
319,354,64,371,86,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-319.png
320,166,68,174,78,with_mask,maksssksksss158,400,278,maksssksksss158.xml,maksssksksss158.png,maksssksksss158-320.png
321,5,114,58,178,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-321.png
322,125,82,136,95,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-322.png
323,157,82,170,99,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-323.png
324,213,65,225,79,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-324.png
325,51,89,57,96,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-325.png
326,175,80,180,86,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-326.png
327,193,79,200,87,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-327.png
328,253,75,261,80,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-328.png
329,276,75,288,87,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-329.png
330,326,32,395,105,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-330.png
331,290,66,296,74,without_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-331.png
332,85,86,89,95,with_mask,maksssksksss159,400,225,maksssksksss159.xml,maksssksksss159.png,maksssksksss159-332.png
333,48,227,146,345,with_mask,maksssksksss16,301,400,maksssksksss16.xml,maksssksksss16.png,maksssksksss16-333.png
334,71,82,151,153,with_mask,maksssksksss160,400,286,maksssksksss160.xml,maksssksksss160.png,maksssksksss160-334.png
335,246,107,326,195,with_mask,maksssksksss160,400,286,maksssksksss160.xml,maksssksksss160.png,maksssksksss160-335.png
336,123,227,190,328,without_mask,maksssksksss161,301,400,maksssksksss161.xml,maksssksksss161.png,maksssksksss161-336.png
337,86,181,191,308,with_mask,maksssksksss162,301,400,maksssksksss162.xml,maksssksksss162.png,maksssksksss162-337.png
338,209,108,226,126,with_mask,maksssksksss163,400,300,maksssksksss163.xml,maksssksksss163.png,maksssksksss163-338.png
339,161,124,184,152,with_mask,maksssksksss163,400,300,maksssksksss163.xml,maksssksksss163.png,maksssksksss163-339.png
340,12,47,40,73,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-340.png
341,44,51,66,75,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-341.png
342,80,42,99,63,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-342.png
343,153,39,179,65,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-343.png
344,203,35,225,59,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-344.png
345,256,45,271,63,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-345.png
346,292,58,311,77,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-346.png
347,327,64,346,83,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-347.png
348,361,37,386,64,with_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-348.png
349,15,111,114,219,with_mask,maksssksksss165,450,463,maksssksksss165.xml,maksssksksss165.png,maksssksksss165-349.png
350,324,135,410,238,with_mask,maksssksksss165,450,463,maksssksksss165.xml,maksssksksss165.png,maksssksksss165-350.png
351,98,1,150,58,with_mask,maksssksksss166,400,267,maksssksksss166.xml,maksssksksss166.png,maksssksksss166-351.png
352,205,115,235,155,with_mask,maksssksksss166,400,267,maksssksksss166.xml,maksssksksss166.png,maksssksksss166-352.png
353,255,141,278,171,with_mask,maksssksksss166,400,267,maksssksksss166.xml,maksssksksss166.png,maksssksksss166-353.png
354,303,180,325,207,with_mask,maksssksksss166,400,267,maksssksksss166.xml,maksssksksss166.png,maksssksksss166-354.png
355,329,195,347,218,with_mask,maksssksksss166,400,267,maksssksksss166.xml,maksssksksss166.png,maksssksksss166-355.png
356,351,204,372,226,with_mask,maksssksksss166,400,267,maksssksksss166.xml,maksssksksss166.png,maksssksksss166-356.png
357,45,69,96,113,with_mask,maksssksksss167,400,210,maksssksksss167.xml,maksssksksss167.png,maksssksksss167-357.png
358,185,113,222,155,with_mask,maksssksksss167,400,210,maksssksksss167.xml,maksssksksss167.png,maksssksksss167-358.png
359,271,32,311,75,with_mask,maksssksksss167,400,210,maksssksksss167.xml,maksssksksss167.png,maksssksksss167-359.png
360,20,90,30,105,with_mask,maksssksksss167,400,210,maksssksksss167.xml,maksssksksss167.png,maksssksksss167-360.png
361,40,74,62,90,without_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-361.png
362,35,116,51,133,with_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-362.png
363,85,79,97,90,with_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-363.png
364,169,66,287,188,with_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-364.png
365,363,51,384,81,without_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-365.png
366,152,262,220,367,with_mask,maksssksksss169,301,400,maksssksksss169.xml,maksssksksss169.png,maksssksksss169-366.png
367,73,179,169,297,with_mask,maksssksksss17,301,400,maksssksksss17.xml,maksssksksss17.png,maksssksksss17-367.png
368,102,54,239,210,with_mask,maksssksksss170,400,225,maksssksksss170.xml,maksssksksss170.png,maksssksksss170-368.png
369,207,122,361,291,with_mask,maksssksksss171,400,400,maksssksksss171.xml,maksssksksss171.png,maksssksksss171-369.png
370,96,233,186,341,without_mask,maksssksksss172,301,400,maksssksksss172.xml,maksssksksss172.png,maksssksksss172-370.png
371,48,94,72,116,with_mask,maksssksksss173,400,294,maksssksksss173.xml,maksssksksss173.png,maksssksksss173-371.png
372,331,77,356,106,mask_incorrectly_worn,maksssksksss173,400,294,maksssksksss173.xml,maksssksksss173.png,maksssksksss173-372.png
373,44,63,95,117,with_mask,maksssksksss174,400,272,maksssksksss174.xml,maksssksksss174.png,maksssksksss174-373.png
374,102,60,142,104,with_mask,maksssksksss174,400,272,maksssksksss174.xml,maksssksksss174.png,maksssksksss174-374.png
375,196,44,250,100,with_mask,maksssksksss174,400,272,maksssksksss174.xml,maksssksksss174.png,maksssksksss174-375.png
376,351,54,392,102,with_mask,maksssksksss174,400,272,maksssksksss174.xml,maksssksksss174.png,maksssksksss174-376.png
377,113,61,174,122,with_mask,maksssksksss175,400,226,maksssksksss175.xml,maksssksksss175.png,maksssksksss175-377.png
378,195,50,228,112,with_mask,maksssksksss175,400,226,maksssksksss175.xml,maksssksksss175.png,maksssksksss175-378.png
379,132,55,157,97,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-379.png
380,15,68,47,104,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-380.png
381,55,47,81,80,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-381.png
382,144,95,169,128,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-382.png
383,166,66,189,95,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-383.png
384,222,47,260,82,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-384.png
385,89,60,104,86,with_mask,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-385.png
386,237,86,277,135,mask_incorrectly_worn,maksssksksss176,400,225,maksssksksss176.xml,maksssksksss176.png,maksssksksss176-386.png
